Year,State_Code,Age,state_pop
1991,36,16,227064
1991,36,17,227308
1991,36,18,230275
1991,36,19,260912
1991,36,20,287997
1991,36,21,285346
1991,36,22,271914
1991,36,23,266792
1991,36,24,280160
1991,36,25,290280
1991,36,26,301334
1991,36,27,309001
1991,36,28,295650
1991,36,29,328933
1991,36,30,330792
1991,36,31,320627
1991,36,32,313847
1991,36,33,308909
1991,36,34,314484
1991,36,35,309028
1991,36,36,297491
1991,36,37,285333
1991,36,38,263525
1991,36,39,288714
1991,36,40,280347
1991,36,41,269482
1991,36,42,260044
1991,36,43,256974
1991,36,44,285883
1991,36,45,211911
1991,36,46,209802
1991,36,47,208116
1991,36,48,211213
1991,36,49,201949
1991,36,50,193551
1991,36,51,178337
1991,36,52,172449
1991,36,53,170739
1991,36,54,165257
1991,36,55,162985
1991,36,56,166707
1991,36,57,156294
1991,36,58,147784
1991,36,59,157824
1991,36,60,165943
1991,36,61,163341
1991,36,62,159934
1991,36,63,163502
1991,36,64,160775
1991,36,65,155359
1991,36,66,152993
1991,36,67,148520
1991,36,68,137092
1991,36,69,146095
1991,36,70,137755
1991,36,71,125146
1991,36,72,119936
1991,36,73,110255
1991,36,74,108384
1991,36,75,103458
1991,36,76,96621
1991,36,77,91589
1991,36,78,88697
1991,36,79,83621
1991,36,80,72596
1991,36,81,66862
1991,36,82,60775
1991,36,83,55818
1991,36,84,49595
1991,36,85,249926
1991,37,0,100965
1991,37,1,99987
1991,37,2,96783
1991,37,3,93788
1991,37,4,92534
1991,37,5,91375
1991,37,6,89985
1991,37,7,86703
1991,37,8,85536
1991,37,9,91589
1991,37,10,90524
1991,37,11,90918
1991,37,12,88257
1991,37,13,88391
1991,37,14,88867
1991,37,15,86213
1991,37,16,89761
1991,37,17,91221
1991,37,18,93765
1991,37,19,111106
1991,37,20,123291
1991,37,21,120880
1991,37,22,113361
1991,37,23,107272
1991,37,24,107341
1991,37,25,105792
1991,37,26,110520
1991,37,27,114643
1991,37,28,109600
1991,37,29,121795
1991,37,30,117972
1991,37,31,115781
1991,37,32,114363
1991,37,33,114406
1991,37,34,119055
1991,37,35,113287
1991,37,36,110478
1991,37,37,109796
1991,37,38,100881
1991,37,39,110199
1991,37,40,102210
1991,37,41,99674
1991,37,42,98889
1991,37,43,98861
1991,37,44,110140
1991,37,45,78261
1991,37,46,77993
1991,37,47,79001
1991,37,48,78879
1991,37,49,75802
1991,37,50,69696
1991,37,51,64705
1991,37,52,63877
1991,37,53,63785
1991,37,54,62169
1991,37,55,60660
1991,37,56,62828
1991,37,57,59053
1991,37,58,55701
1991,37,59,58820
1991,37,60,57954
1991,37,61,57270
1991,37,62,57628
1991,37,63,59948
1991,37,64,59089
1991,37,65,57148
1991,37,66,56466
1991,37,67,55386
1991,37,68,52413
1991,37,69,52948
1991,37,70,50977
1991,37,71,46274
1991,37,72,43553
1991,37,73,39508
1991,37,74,37399
1991,37,75,36665
1991,37,76,34317
1991,37,77,31905
1991,37,78,30705
1991,37,79,27733
1991,37,80,24727
1991,37,81,21828
1991,37,82,19150
1991,37,83,17554
1991,37,84,15714
1991,37,85,73891
1991,38,0,8539
1991,38,1,9160
1991,38,2,9178
1991,38,3,9177
1991,38,4,9426
1991,38,5,9742
1991,38,6,9859
1991,38,7,9874
1991,38,8,9901
1991,38,9,10673
1991,38,10,10333
1991,38,11,10243
1991,38,12,9692
1991,38,13,9474
1991,38,14,9352
1991,38,15,8988
1991,38,16,8901
1991,38,17,8883
1991,38,18,8744
1991,38,19,9715
1991,38,20,10608
1991,38,21,10461
1991,38,22,9621
1991,38,23,9051
1991,38,24,9034
1991,38,25,8755
1991,38,26,9075
1991,38,27,9426
1991,38,28,9246
1991,38,29,10468
1991,38,30,10241
1991,38,31,10390
1991,38,32,10401
1991,38,33,10412
1991,38,34,10894
1991,38,35,10467
1991,38,36,10330
1991,38,37,10290
1991,38,38,9440
1991,38,39,10257
1991,38,40,9189
1991,38,41,8731
1991,38,42,8397
1991,38,43,8040
1991,38,44,8721
1991,38,45,6232
1991,38,46,6252
1991,38,47,6266
1991,38,48,6145
1991,38,49,6021
1991,38,50,5529
1991,38,51,5178
1991,38,52,5211
1991,38,53,5262
1991,38,54,5285
1991,38,55,5175
1991,38,56,5437
1991,38,57,5234
1991,38,58,4926
1991,38,59,5280
1991,38,60,5307
1991,38,61,5391
1991,38,62,5407
1991,38,63,5497
1991,38,64,5481
1991,38,65,5197
1991,38,66,5067
1991,38,67,4896
1991,38,68,4726
1991,38,69,4855
1991,38,70,4839
1991,38,71,4474
1991,38,72,4502
1991,38,73,4360
1991,38,74,4231
1991,38,75,4028
1991,38,76,4018
1991,38,77,3822
1991,38,78,3911
1991,38,79,3474
1991,38,80,3260
1991,38,81,2975
1991,38,82,2712
1991,38,83,2552
1991,38,84,2234
1991,38,85,11751
1991,39,0,159922
1991,39,1,160603
1991,39,2,157403
1991,39,3,155142
1991,39,4,156506
1991,39,5,157196
1991,39,6,157480
1991,39,7,152873
1991,39,8,151081
1991,39,9,164204
1991,39,10,162366
1991,39,11,161978
1991,39,12,154515
1991,39,13,150911
1991,39,14,150244
1991,39,15,145772
1991,39,16,149413
1991,39,17,151680
1991,39,18,150609
1991,39,19,167473
1991,39,20,176322
1991,39,21,168565
1991,39,22,157070
1991,39,23,151759
1991,39,24,156327
1991,39,25,155707
1991,39,26,163828
1991,39,27,170784
1991,39,28,163263
1991,39,29,186702
1991,39,30,182870
1991,39,31,182693
1991,39,32,184419
1991,39,33,187978
1991,39,34,195356
1991,39,35,183464
1991,39,36,178951
1991,39,37,176520
1991,39,38,161927
1991,39,39,178799
1991,39,40,164163
1991,39,41,161372
1991,39,42,158651
1991,39,43,158209
1991,39,44,176001
1991,39,45,119773
1991,39,46,117169
1991,39,47,120951
1991,39,48,125247
1991,39,49,122774
1991,39,50,112076
1991,39,51,104108
1991,39,52,104402
1991,39,53,104733
1991,39,54,101251
1991,39,55,96908
1991,39,56,100444
1991,39,57,94211
1991,39,58,88627
1991,39,59,96172
1991,39,60,98057
1991,39,61,97223
1991,39,62,97121
1991,39,63,100905
1991,39,64,100693
1991,39,65,95749
1991,39,66,96461
1991,39,67,93162
1991,39,68,88318
1991,39,69,88885
1991,39,70,84883
1991,39,71,77704
1991,39,72,74492
1991,39,73,69496
1991,39,74,66017
1991,39,75,62846
1991,39,76,60199
1991,39,77,54584
1991,39,78,53003
1991,39,79,47148
1991,39,80,41642
1991,39,81,38193
1991,39,82,34989
1991,39,83,32468
1991,39,84,28360
1991,39,85,143168
1991,40,0,46826
1991,40,1,46750
1991,40,2,45718
1991,40,3,45127
1991,40,4,46209
1991,40,5,47194
1991,40,6,47894
1991,40,7,47724
1991,40,8,47857
1991,40,9,51330
1991,40,10,50301
1991,40,11,49674
1991,40,12,47057
1991,40,13,45999
1991,40,14,46405
1991,40,15,45052
1991,40,16,45874
1991,40,17,44890
1991,40,18,44583
1991,40,19,49423
1991,40,20,51147
1991,40,21,48543
1991,40,22,44559
1991,40,23,41901
1991,40,24,42228
1991,40,25,42032
1991,40,26,44545
1991,40,27,47679
1991,40,28,46864
1991,40,29,52787
1991,40,30,51909
1991,40,31,51631
1991,40,32,51158
1991,40,33,51241
1991,40,34,53312
1991,40,35,50673
1991,40,36,49716
1991,40,37,49464
1991,40,38,45134
1991,40,39,48914
1991,40,40,45175
1991,40,41,43950
1991,40,42,43347
1991,40,43,43300
1991,40,44,48767
1991,40,45,34566
1991,40,46,35429
1991,40,47,36050
1991,40,48,35503
1991,40,49,34556
1991,40,50,32436
1991,40,51,30509
1991,40,52,29987
1991,40,53,29614
1991,40,54,28701
1991,40,55,28275
1991,40,56,29874
1991,40,57,28395
1991,40,58,26235
1991,40,59,27751
1991,40,60,28047
1991,40,61,27404
1991,40,62,26789
1991,40,63,27734
1991,40,64,27810
1991,40,65,26999
1991,40,66,27056
1991,40,67,26394
1991,40,68,25098
1991,40,69,25373
1991,40,70,24333
1991,40,71,22836
1991,40,72,21303
1991,40,73,19347
1991,40,74,18897
1991,40,75,18013
1991,40,76,17910
1991,40,77,16926
1991,40,78,16845
1991,40,79,14839
1991,40,80,13718
1991,40,81,12780
1991,40,82,12125
1991,40,83,11050
1991,40,84,9829
1991,40,85,47272
1991,41,0,42016
1991,41,1,42590
1991,41,2,41823
1991,41,3,41258
1991,41,4,41866
1991,41,5,42322
1991,41,6,42439
1991,41,7,41829
1991,41,8,41131
1991,41,9,44649
1991,41,10,44268
1991,41,11,43955
1991,41,12,41900
1991,41,13,41020
1991,41,14,40980
1991,41,15,39321
1991,41,16,39332
1991,41,17,37983
1991,41,18,36902
1991,41,19,39137
1991,41,20,41288
1991,41,21,40597
1991,41,22,37885
1991,41,23,36562
1991,41,24,37655
1991,41,25,37824
1991,41,26,39141
1991,41,27,41109
1991,41,28,40930
1991,41,29,47244
1991,41,30,47072
1991,41,31,46955
1991,41,32,47209
1991,41,33,48653
1991,41,34,51852
1991,41,35,50665
1991,41,36,51019
1991,41,37,52314
1991,41,38,49116
1991,41,39,54015
1991,41,40,49924
1991,41,41,48659
1991,41,42,47024
1991,41,43,46340
1991,41,44,51693
1991,41,45,35970
1991,41,46,35329
1991,41,47,35370
1991,41,48,34885
1991,41,49,33122
1991,41,50,30349
1991,41,51,27985
1991,41,52,26986
1991,41,53,26271
1991,41,54,25217
1991,41,55,23886
1991,41,56,24550
1991,41,57,23216
1991,41,58,21591
1991,41,59,23338
1991,41,60,23794
1991,41,61,23544
1991,41,62,23550
1991,41,63,24573
1991,41,64,25121
1991,41,65,24577
1991,41,66,24886
1991,41,67,24520
1991,41,68,23520
1991,41,69,24505
1991,41,70,23670
1991,41,71,21908
1991,41,72,20972
1991,41,73,19330
1991,41,74,18824
1991,41,75,18336
1991,41,76,17382
1991,41,77,16179
1991,41,78,15766
1991,41,79,13934
1991,41,80,12690
1991,41,81,11405
1991,41,82,10065
1991,41,83,9455
1991,41,84,8168
1991,41,85,40540
1991,42,0,162836
1991,42,1,165020
1991,42,2,161828
1991,42,3,159617
1991,42,4,161236
1991,42,5,160404
1991,42,6,158849
1991,42,7,154621
1991,42,8,152358
1991,42,9,163474
1991,42,10,159593
1991,42,11,159097
1991,42,12,152771
1991,42,13,149884
1991,42,14,149969
1991,42,15,145613
1991,42,16,149727
1991,42,17,151978
1991,42,18,152971
1991,42,19,175334
1991,42,20,189946
1991,42,21,184594
1991,42,22,173446
1991,42,23,164289
1991,42,24,165864
1991,42,25,165113
1991,42,26,172773
1991,42,27,179004
1991,42,28,170816
1991,42,29,195634
1991,42,30,194117
1991,42,31,194235
1991,42,32,196666
1991,42,33,199741
1991,42,34,207285
1991,42,35,197161
1991,42,36,192381
1991,42,37,190511
1991,42,38,175904
1991,42,39,193326
1991,42,40,177301
1991,42,41,171047
1991,42,42,168196
1991,42,43,170241
1991,42,44,190436
1991,42,45,131428
1991,42,46,128883
1991,42,47,134175
1991,42,48,137866
1991,42,49,131986
1991,42,50,120509
1991,42,51,112076
1991,42,52,111568
1991,42,53,112475
1991,42,54,109843
1991,42,55,106723
1991,42,56,110547
1991,42,57,105661
1991,42,58,101417
1991,42,59,111677
1991,42,60,115445
1991,42,61,115914
1991,42,62,116880
1991,42,63,123547
1991,42,64,124274
1991,42,65,120373
1991,42,66,120235
1991,42,67,116247
1991,42,68,110901
1991,42,69,113829
1991,42,70,109453
1991,42,71,102666
1991,42,72,98785
1991,42,73,91755
1991,42,74,87912
1991,42,75,84765
1991,42,76,79504
1991,42,77,73482
1991,42,78,70265
1991,42,79,63832
1991,42,80,55760
1991,42,81,51171
1991,42,82,46105
1991,42,83,42071
1991,42,84,36599
1991,42,85,177349
1991,44,0,14414
1991,44,1,14467
1991,44,2,13844
1991,44,3,13505
1991,44,4,13424
1991,44,5,13069
1991,44,6,12946
1991,44,7,12507
1991,44,8,12213
1991,44,9,13131
1991,44,10,12706
1991,44,11,12533
1991,44,12,12055
1991,44,13,11820
1991,44,14,11643
1991,44,15,11159
1991,44,16,11566
1991,44,17,11848
1991,44,18,12228
1991,44,19,16224
1991,44,20,19188
1991,44,21,18931
1991,44,22,17423
1991,44,23,16168
1991,44,24,15931
1991,44,25,15737
1991,44,26,16210
1991,44,27,16906
1991,44,28,16100
1991,44,29,18119
1991,44,30,17728
1991,44,31,17463
1991,44,32,17317
1991,44,33,17482
1991,44,34,17951
1991,44,35,17003
1991,44,36,16637
1991,44,37,16319
1991,44,38,14702
1991,44,39,15965
1991,44,40,14628
1991,44,41,14247
1991,44,42,14060
1991,44,43,13950
1991,44,44,15647
1991,44,45,11023
1991,44,46,10899
1991,44,47,10998
1991,44,48,11090
1991,44,49,10327
1991,44,50,9308
1991,44,51,8610
1991,44,52,8580
1991,44,53,8549
1991,44,54,8250
1991,44,55,8087
1991,44,56,8331
1991,44,57,7998
1991,44,58,7654
1991,44,59,8280
1991,44,60,8617
1991,44,61,8762
1991,44,62,8966
1991,44,63,9419
1991,44,64,9497
1991,44,65,9388
1991,44,66,9340
1991,44,67,9319
1991,44,68,8879
1991,44,69,9155
1991,44,70,8809
1991,44,71,8136
1991,44,72,7846
1991,44,73,7449
1991,44,74,7030
1991,44,75,6689
1991,44,76,6405
1991,44,77,6055
1991,44,78,5835
1991,44,79,5251
1991,44,80,4680
1991,44,81,4314
1991,44,82,4003
1991,44,83,3620
1991,44,84,3198
1991,44,85,16230
1991,45,0,55791
1991,45,1,55297
1991,45,2,53282
1991,45,3,51554
1991,45,4,51226
1991,45,5,50997
1991,45,6,50637
1991,45,7,49425
1991,45,8,48835
1991,45,9,52933
1991,45,10,52923
1991,45,11,52912
1991,45,12,50683
1991,45,13,50325
1991,45,14,50587
1991,45,15,48850
1991,45,16,50382
1991,45,17,52417
1991,45,18,53344
1991,45,19,61477
1991,45,20,65588
1991,45,21,62682
1991,45,22,57761
1991,45,23,54620
1991,45,24,55233
1991,45,25,55142
1991,45,26,57933
1991,45,27,60234
1991,45,28,57095
1991,45,29,62954
1991,45,30,61097
1991,45,31,59695
1991,45,32,58762
1991,45,33,59360
1991,45,34,62032
1991,45,35,59095
1991,45,36,57986
1991,45,37,57550
1991,45,38,53050
1991,45,39,57955
1991,45,40,54033
1991,45,41,52741
1991,45,42,52017
1991,45,43,51409
1991,45,44,57032
1991,45,45,40677
1991,45,46,40835
1991,45,47,41054
1991,45,48,40593
1991,45,49,39065
1991,45,50,36391
1991,45,51,33848
1991,45,52,32660
1991,45,53,32272
1991,45,54,31475
1991,45,55,30623
1991,45,56,31898
1991,45,57,30319
1991,45,58,28629
1991,45,59,29591
1991,45,60,29208
1991,45,61,28503
1991,45,62,28685
1991,45,63,30124
1991,45,64,29582
1991,45,65,28855
1991,45,66,28487
1991,45,67,28490
1991,45,68,26363
1991,45,69,27159
1991,45,70,26501
1991,45,71,23881
1991,45,72,22015
1991,45,73,19648
1991,45,74,18660
1991,45,75,17821
1991,45,76,16479
1991,45,77,15361
1991,45,78,14634
1991,45,79,13564
1991,45,80,11941
1991,45,81,10183
1991,45,82,8888
1991,45,83,8125
1991,45,84,7137
1991,45,85,32313
1991,46,0,10709
1991,46,1,10988
1991,46,2,10892
1991,46,3,10870
1991,46,4,11191
1991,46,5,11223
1991,46,6,11579
1991,46,7,11432
1991,46,8,11351
1991,46,9,12260
1991,46,10,12240
1991,46,11,12122
1991,46,12,11446
1991,46,13,11023
1991,46,14,10925
1991,46,15,10427
1991,46,16,10380
1991,46,17,10029
1991,46,18,9706
1991,46,19,10397
1991,46,20,10710
1991,46,21,10173
1991,46,22,9374
1991,46,23,8916
1991,46,24,9104
1991,46,25,9038
1991,46,26,9500
1991,46,27,10099
1991,46,28,9959
1991,46,29,11344
1991,46,30,11049
1991,46,31,11118
1991,46,32,10999
1991,46,33,11014
1991,46,34,11500
1991,46,35,11182
1991,46,36,10934
1991,46,37,10884
1991,46,38,10046
1991,46,39,10984
1991,46,40,9924
1991,46,41,9521
1991,46,42,9122
1991,46,43,8678
1991,46,44,9443
1991,46,45,6680
1991,46,46,6774
1991,46,47,6931
1991,46,48,6909
1991,46,49,6602
1991,46,50,6126
1991,46,51,5803
1991,46,52,5766
1991,46,53,5762
1991,46,54,5854
1991,46,55,5753
1991,46,56,5969
1991,46,57,5675
1991,46,58,5426
1991,46,59,5953
1991,46,60,6031
1991,46,61,6002
1991,46,62,6099
1991,46,63,6205
1991,46,64,6250
1991,46,65,5896
1991,46,66,6136
1991,46,67,5748
1991,46,68,5528
1991,46,69,5751
1991,46,70,5701
1991,46,71,5216
1991,46,72,5047
1991,46,73,4768
1991,46,74,4548
1991,46,75,4442
1991,46,76,4343
1991,46,77,4126
1991,46,78,4088
1991,46,79,3663
1991,46,80,3357
1991,46,81,3187
1991,46,82,2874
1991,46,83,2719
1991,46,84,2366
1991,46,85,13566
1991,47,0,72314
1991,47,1,71065
1991,47,2,68728
1991,47,3,66783
1991,47,4,66736
1991,47,5,67065
1991,47,6,66774
1991,47,7,65282
1991,47,8,64893
1991,47,9,70163
1991,47,10,70314
1991,47,11,70887
1991,47,12,68459
1991,47,13,67847
1991,47,14,67747
1991,47,15,65558
1991,47,16,68054
1991,47,17,69881
1991,47,18,69986
1991,47,19,78854
1991,47,20,83241
1991,47,21,79070
1991,47,22,72777
1991,47,23,69962
1991,47,24,72446
1991,47,25,73529
1991,47,26,78368
1991,47,27,81421
1991,47,28,77293
1991,47,29,85437
1991,47,30,82776
1991,47,31,82164
1991,47,32,81617
1991,47,33,82152
1991,47,34,86213
1991,47,35,82289
1991,47,36,80825
1991,47,37,80623
1991,47,38,73557
1991,47,39,80965
1991,47,40,75473
1991,47,41,74146
1991,47,42,73580
1991,47,43,73589
1991,47,44,82064
1991,47,45,57450
1991,47,46,57957
1991,47,47,59295
1991,47,48,59253
1991,47,49,57666
1991,47,50,53223
1991,47,51,49575
1991,47,52,48908
1991,47,53,48368
1991,47,54,46814
1991,47,55,45523
1991,47,56,46910
1991,47,57,44039
1991,47,58,41519
1991,47,59,44262
1991,47,60,43829
1991,47,61,42930
1991,47,62,41932
1991,47,63,43223
1991,47,64,42872
1991,47,65,41723
1991,47,66,41074
1991,47,67,40146
1991,47,68,38073
1991,47,69,38325
1991,47,70,37255
1991,47,71,34150
1991,47,72,32544
1991,47,73,29500
1991,47,74,28036
1991,47,75,27241
1991,47,76,26515
1991,47,77,24678
1991,47,78,23954
1991,47,79,21709
1991,47,80,20002
1991,47,81,17996
1991,47,82,16142
1991,47,83,14833
1991,47,84,13177
1991,47,85,61298
1991,48,0,311109
1991,48,1,298205
1991,48,2,286711
1991,48,3,282876
1991,48,4,284906
1991,48,5,284681
1991,48,6,284082
1991,48,7,276554
1991,48,8,272862
1991,48,9,291680
1991,48,10,287176
1991,48,11,281970
1991,48,12,264863
1991,48,13,258028
1991,48,14,258495
1991,48,15,252014
1991,48,16,256938
1991,48,17,255188
1991,48,18,254122
1991,48,19,279215
1991,48,20,289321
1991,48,21,278138
1991,48,22,260295
1991,48,23,254557
1991,48,24,266680
1991,48,25,270861
1991,48,26,287645
1991,48,27,302686
1991,48,28,293671
1991,48,29,328089
1991,48,30,319664
1991,48,31,315807
1991,48,32,310646
1991,48,33,309632
1991,48,34,319559
1991,48,35,301069
1991,48,36,290678
1991,48,37,286714
1991,48,38,260726
1991,48,39,280175
1991,48,40,257185
1991,48,41,249383
1991,48,42,242353
1991,48,43,236744
1991,48,44,263965
1991,48,45,188408
1991,48,46,189553
1991,48,47,189200
1991,48,48,183668
1991,48,49,176780
1991,48,50,163768
1991,48,51,151023
1991,48,52,147035
1991,48,53,146108
1991,48,54,140737
1991,48,55,136167
1991,48,56,141728
1991,48,57,133259
1991,48,58,123118
1991,48,59,130114
1991,48,60,130516
1991,48,61,128365
1991,48,62,125177
1991,48,63,126564
1991,48,64,125374
1991,48,65,120622
1991,48,66,119286
1991,48,67,116397
1991,48,68,109244
1991,48,69,110382
1991,48,70,106189
1991,48,71,94452
1991,48,72,89311
1991,48,73,80391
1991,48,74,77915
1991,48,75,75119
1991,48,76,72780
1991,48,77,68232
1991,48,78,65373
1991,48,79,59756
1991,48,80,54038
1991,48,81,49274
1991,48,82,44916
1991,48,83,40812
1991,48,84,36271
1991,48,85,174564
1991,49,0,35597
1991,49,1,35259
1991,49,2,34641
1991,49,3,33604
1991,49,4,33713
1991,49,5,34051
1991,49,6,34774
1991,49,7,34856
1991,49,8,35276
1991,49,9,38678
1991,49,10,38849
1991,49,11,39078
1991,49,12,37685
1991,49,13,36984
1991,49,14,36784
1991,49,15,33576
1991,49,16,32075
1991,49,17,31133
1991,49,18,29499
1991,49,19,32614
1991,49,20,32354
1991,49,21,29274
1991,49,22,27658
1991,49,23,27725
1991,49,24,28649
1991,49,25,27473
1991,49,26,27304
1991,49,27,27533
1991,49,28,26449
1991,49,29,29817
1991,49,30,28493
1991,49,31,27895
1991,49,32,27551
1991,49,33,27529
1991,49,34,28540
1991,49,35,27045
1991,49,36,26373
1991,49,37,26292
1991,49,38,23854
1991,49,39,25675
1991,49,40,23061
1991,49,41,22114
1991,49,42,21296
1991,49,43,20822
1991,49,44,22727
1991,49,45,15859
1991,49,46,15919
1991,49,47,16418
1991,49,48,16176
1991,49,49,15210
1991,49,50,13914
1991,49,51,12921
1991,49,52,12634
1991,49,53,12541
1991,49,54,12137
1991,49,55,11672
1991,49,56,12067
1991,49,57,11235
1991,49,58,10303
1991,49,59,10973
1991,49,60,10996
1991,49,61,10792
1991,49,62,10698
1991,49,63,10735
1991,49,64,10651
1991,49,65,10388
1991,49,66,10348
1991,49,67,9884
1991,49,68,9298
1991,49,69,9521
1991,49,70,9225
1991,49,71,8769
1991,49,72,8306
1991,49,73,7705
1991,49,74,7260
1991,49,75,6910
1991,49,76,6548
1991,49,77,6106
1991,49,78,6025
1991,49,79,5296
1991,49,80,4672
1991,49,81,4286
1991,49,82,3830
1991,49,83,3626
1991,49,84,3167
1991,49,85,14691
1991,50,0,7887
1991,50,1,8349
1991,50,2,8305
1991,50,3,8257
1991,50,4,8369
1991,50,5,8409
1991,50,6,8448
1991,50,7,8210
1991,50,8,8074
1991,50,9,8603
1991,50,10,8365
1991,50,11,8220
1991,50,12,7771
1991,50,13,7503
1991,50,14,7477
1991,50,15,7240
1991,50,16,7346
1991,50,17,7303
1991,50,18,7352
1991,50,19,9179
1991,50,20,10357
1991,50,21,9896
1991,50,22,9221
1991,50,23,8306
1991,50,24,7902
1991,50,25,7737
1991,50,26,8232
1991,50,27,8591
1991,50,28,8351
1991,50,29,9726
1991,50,30,9647
1991,50,31,9579
1991,50,32,9710
1991,50,33,10116
1991,50,34,10660
1991,50,35,10264
1991,50,36,10084
1991,50,37,10144
1991,50,38,9380
1991,50,39,10405
1991,50,40,9521
1991,50,41,9271
1991,50,42,9072
1991,50,43,8936
1991,50,44,9926
1991,50,45,6914
1991,50,46,6761
1991,50,47,6877
1991,50,48,6826
1991,50,49,6367
1991,50,50,5680
1991,50,51,5226
1991,50,52,5047
1991,50,53,4967
1991,50,54,4760
1991,50,55,4608
1991,50,56,4741
1991,50,57,4413
1991,50,58,4159
1991,50,59,4545
1991,50,60,4542
1991,50,61,4525
1991,50,62,4450
1991,50,63,4543
1991,50,64,4452
1991,50,65,4323
1991,50,66,4214
1991,50,67,4219
1991,50,68,3900
1991,50,69,3812
1991,50,70,3696
1991,50,71,3591
1991,50,72,3394
1991,50,73,3151
1991,50,74,3045
1991,50,75,2904
1991,50,76,2715
1991,50,77,2557
1991,50,78,2542
1991,50,79,2320
1991,50,80,2140
1991,50,81,1973
1991,50,82,1781
1991,50,83,1597
1991,50,84,1407
1991,50,85,7756
1991,51,0,94990
1991,51,1,95088
1991,51,2,91804
1991,51,3,89558
1991,51,4,89189
1991,51,5,88237
1991,51,6,86943
1991,51,7,84028
1991,51,8,82398
1991,51,9,88175
1991,51,10,86514
1991,51,11,85476
1991,51,12,81107
1991,51,13,79970
1991,51,14,79793
1991,51,15,76996
1991,51,16,79216
1991,51,17,80540
1991,51,18,83820
1991,51,19,99166
1991,51,20,108430
1991,51,21,107438
1991,51,22,102145
1991,51,23,98999
1991,51,24,102970
1991,51,25,104764
1991,51,26,111146
1991,51,27,116260
1991,51,28,110769
1991,51,29,121390
1991,51,30,117660
1991,51,31,115627
1991,51,32,114287
1991,51,33,113862
1991,51,34,117515
1991,51,35,111559
1991,51,36,108492
1991,51,37,107387
1991,51,38,98701
1991,51,39,107157
1991,51,40,99203
1991,51,41,97648
1991,51,42,97067
1991,51,43,97035
1991,51,44,108612
1991,51,45,76567
1991,51,46,76327
1991,51,47,77161
1991,51,48,76872
1991,51,49,72841
1991,51,50,66279
1991,51,51,61220
1991,51,52,59693
1991,51,53,58619
1991,51,54,56049
1991,51,55,53393
1991,51,56,54443
1991,51,57,50875
1991,51,58,47772
1991,51,59,50251
1991,51,60,49942
1991,51,61,49274
1991,51,62,48403
1991,51,63,49334
1991,51,64,48464
1991,51,65,47002
1991,51,66,46658
1991,51,67,45615
1991,51,68,43633
1991,51,69,43998
1991,51,70,42306
1991,51,71,38744
1991,51,72,35981
1991,51,73,32510
1991,51,74,31053
1991,51,75,29317
1991,51,76,27828
1991,51,77,25611
1991,51,78,24467
1991,51,79,22337
1991,51,80,20020
1991,51,81,17889
1991,51,82,16042
1991,51,83,14642
1991,51,84,12859
1991,51,85,62431
1991,53,0,78875
1991,53,1,78926
1991,53,2,76775
1991,53,3,75426
1991,53,4,76182
1991,53,5,76558
1991,53,6,77128
1991,53,7,75194
1991,53,8,73660
1991,53,9,79069
1991,53,10,77224
1991,53,11,75651
1991,53,12,71150
1991,53,13,69002
1991,53,14,68613
1991,53,15,65425
1991,53,16,65729
1991,53,17,63420
1991,53,18,62840
1991,53,19,68790
1991,53,20,73334
1991,53,21,73162
1991,53,22,69763
1991,53,23,68147
1991,53,24,70450
1991,53,25,71750
1991,53,26,76599
1991,53,27,81537
1991,53,28,80234
1991,53,29,91058
1991,53,30,89743
1991,53,31,88954
1991,53,32,89231
1991,53,33,90586
1991,53,34,95064
1991,53,35,91674
1991,53,36,90102
1991,53,37,90014
1991,53,38,83215
1991,53,39,90207
1991,53,40,83077
1991,53,41,80532
1991,53,42,78782
1991,53,43,77980
1991,53,44,86707
1991,53,45,60852
1991,53,46,60442
1991,53,47,60531
1991,53,48,59398
1991,53,49,55701
1991,53,50,50446
1991,53,51,46269
1991,53,52,44980
1991,53,53,44208
1991,53,54,42055
1991,53,55,39865
1991,53,56,40828
1991,53,57,38303
1991,53,58,35502
1991,53,59,38098
1991,53,60,38492
1991,53,61,37852
1991,53,62,37385
1991,53,63,38288
1991,53,64,38381
1991,53,65,37172
1991,53,66,37394
1991,53,67,36754
1991,53,68,35469
1991,53,69,36899
1991,53,70,35417
1991,53,71,33043
1991,53,72,31151
1991,53,73,28726
1991,53,74,27240
1991,53,75,26232
1991,53,76,24910
1991,53,77,22886
1991,53,78,22395
1991,53,79,19862
1991,53,80,17652
1991,53,81,16340
1991,53,82,14775
1991,53,83,13602
1991,53,84,11627
1991,53,85,58482
1991,54,0,21755
1991,54,1,21334
1991,54,2,20760
1991,54,3,20803
1991,54,4,21449
1991,54,5,21920
1991,54,6,22233
1991,54,7,22190
1991,54,8,22631
1991,54,9,25075
1991,54,10,25691
1991,54,11,26683
1991,54,12,26363
1991,54,13,26753
1991,54,14,27111
1991,54,15,26234
1991,54,16,27072
1991,54,17,27587
1991,54,18,27342
1991,54,19,30109
1991,54,20,30429
1991,54,21,27503
1991,54,22,24572
1991,54,23,22889
1991,54,24,22745
1991,54,25,21942
1991,54,26,22937
1991,54,27,23685
1991,54,28,22746
1991,54,29,25777
1991,54,30,25489
1991,54,31,26087
1991,54,32,26922
1991,54,33,28006
1991,54,34,29784
1991,54,35,28472
1991,54,36,28203
1991,54,37,28492
